user_id,os,age
6MzAmqx-gUesbKuw4kY-WReqlXIlmUah,And,37
6O17iqZf4peoNJMK1QIUFNiJ16paGwWQ,And,34
6OUwcnzrZ5pPJZ4y_VbasWbFxXEjEDiE,And,35
6PDesoRsinmumaq8djXaISxhclDYVRcZ,And,39
6PXiftkRCUXpCkS6WA6it0DAGG0lxsFe,And,34
6Q1CfKo8Hh6d0BzOJqrUnWHjZ2Z5oRnc,And,15
6Qf77demqczBVTlqu5BEG7_wLXRM38rp,iOS,42
6R7HyZmJ-SRyu4LsEys8Cqr_stSe6a38,And,41
6RA4TCgm779x_zH_ltH9_KIw46gouhEe,And,16
6Rn7ILsog1m7nErsGuNTsr210j-8x8kG,iOS,31
6Roca0Q6i81-wdn5eFyqSTkHFi7Rp8On,iOS,20
6SncxjNJ5sVlYKAK2ZNTWh7fmSWJjsTS,iOS,25
6UNLhVYzi4cjooetNelQeI3gdkZ5onDU,And,42
6VXkLWoFtcyjXHWDH3CMq4E37GkxAvjc,iOS,32
6VaeOONs3yv4l2yk1ZUgElRQGFkxeKdT,And,16
6VwqNqoF8Vq5n6BQaBxiC5kMcMvY8FNg,And,37
6W3tySHiQLYtstlxDCvvw_6heHmL0L6l,iOS,15
6X6oqxCJ3TiVnBGfJAyYG4VkpRLEjD3P,iOS,35
6XGXpwLmYlU_g34WRxJ1bb4-VulUzTH7,And,30
6YxYNdsMKQndNiBbfbe7MH4SiRQHXUuh,iOS,29
6Z4RJstc6ExOa_VtXnh_dfF1pCKUmMCO,iOS,44
6ZImo9zfNAHONmYgf6B_LIGRASnVIIE6,And,18
6Zk4L4IDCckyOtt11wCdaBAqKn9fl8Pc,And,31
6Zn72tcFH8UREznhebXRl_Puq4lFs2XY,And,24
6aqk95pWgc2Sbqh1xPZMSlByPqqR9wbo,iOS,23
6b41WBzyMhCjnfu9pATD_ThBNBYfxiMB,iOS,28
6bGILMxwFRU-2PwCDyO7wugQV4vlXeK3,And,15
6bS5I2N8LXaoD9McltOlf2CM1DZAfI_o,And,38
6bmVvTMVgoTUWFIV3oOHGQsHTmyu36Rl,iOS,25
6brwOV5hW4p7hmIoii_yC5sx7dGu9Li6,iOS,16
6cZqQLAdBJfEI2dJiln2RhlWjtTdWlwc,And,16
6cgQwiVY4D0ROs7mHgsSUnOhn3mBb-0q,And,17
6dJ3Hm3Gl1pVlnCR8-mFedfF3nJin9oM,And,22
6djwgpDmAkvrMQ4ELgucQt0SnwWH7j6K,And,16
6drCm3DbY9cMdoa-Yen9esOHdTjE2z7A,iOS,36
6dxltoxjEbaPRlprmkG7-vNW97FIjENu,iOS,36
6eDJg1uS84IpVYHBQD-cW4FcR8tkKApv,iOS,30
6eWckdT-TxvxXgg0HMo9uHC1R8wVWO7v,iOS,31
6ffLXV8z-4f2zLBGLosi8fPcnijvAhnv,And,-1
6g64RIXRcg-4uNknnZpXiNzdRYH7yLo_,iOS,-1
6gzZgAEMfWCEPPigaxRQDS338DW8eYiU,And,24
6i5exdbFbsCuWQUGZEKF7RAhPBPRKzEx,And,18
6iNgRN63ha5wb-qekjNxqHWYMBZaMF1F,And,34
6io0vONFEgxU6pPgssC5KmyTI-K2loTM,iOS,21
6iu5u5jsQZfRaDB7YpFwV3WfVSU9OoXi,And,40
6j22gaK6RbJ25WC0OThGDWuoja2ogbpp,iOS,-1
6jABJrtWJvUBOUSEmAwK26rPaL_PwACJ,iOS,37
6jDLrHGlG0KoeOCV6LnqIBmjA9AxF5cE,iOS,-1
6jO6Tko-gJe4jfksPEHd2ghHmrFQYImn,iOS,30
6jvfNuWMFWuRpEKCk1J03XsrhEtXMX_H,iOS,27
6kib8dvFvSU7WnhqaQgKdE354wAh8SGk,iOS,21
6kowFq6C62Uy_Y55ssuFTejaKKR_MU2R,iOS,21
6ltfegpmX1Y8lEEwSH9psLwoge7o1QiR,iOS,28
6mH49i_CvjGAGKTOwNKOjhbDeiH2gzqu,And,35
6mM-y15MjooFtEtXel-GgoWw3HSvCMG9,iOS,26
6n0qUwvSUEE2AVdVj_5WfGcDOCR9T3aP,And,16
6nVmNsx694Cla4CgPC3VrF8FASwg_I4C,And,15
6oLE05Epw4cEvSknoTTlk201u3i5W8cs,iOS,25
6oVNXE9tzf4fQ2IQ81k0ybLodlztXary,And,21
6olV0skPmiMbNLqzgbQefpkRm4EQetGM,And,41
6pESNnpijbDQLNrx9eZFwQNWs1oy2pmj,iOS,26
6pJr34FRIAnmr6zpDq6U4DuegLqGnTc_,And,37
6pd9qnjBa5vJgKQ_622QNiL_jVFbaEin,iOS,26
6puNBGRiVoC1YK0Pu7KTp9oqhtUrpO2a,And,27
6pzmB4w5cppBp-yiLb9HetV5dgEDw9ac,iOS,24
6qmMMgXN4uLMd42OxH8TsOVql1talFtB,iOS,31
6rViBtXi-sGqm2Ez2xRckjmFB30RA8ly,iOS,28
6sMYDBt6oi3HzoNcoIyvzZ7jfSveTvpW,And,-1
6sXeR2_3QDv_G1Zp18yC848XraKgxgvK,iOS,26
6sjbaIB8CkXb3VsZSx87tCtLEOVCsZbk,And,45
6tFG4ytiiKbDFQivHlDfmHaU7crvLJgY,And,37
6trwUqWC_qGmaOlvpTxVozTbgyH-Lg2Y,iOS,25
6tyfTRJISKzxKWH3o1C-YvKxU4FidEAk,iOS,25
6uJ5ie-vI8Cf6vkm3wQgSgwXunxez2Sw,iOS,19
6v268QgcG6_ogBiNnftTEwhrCIq8sB8A,And,24
6vTGOWvEe6brTbrFokXtX6lOo0g4vTy6,iOS,19
6wTWlLvva122Md6mDOuRG5hls2pzht-y,And,38
6wcpUM2vLtn_D99yfHVt0bwy173gQbs7,And,36
6xH83WtN5IpRWGGYvggb7Iv_19H7k42W,iOS,30
6xRRTSWiBUQOdJC8pSwoEFDSPAO_ZAzt,iOS,-1
6xki43KOPVDRm9RkU9mJR_ypwOR3RMWg,And,32
6xnC0o72ViAkS9c6Ji_xHdsRvHG6bo0C,And,15
6xq2ibp39i7HaiTt_dOwWfpMC5UlFLhJ,And,17
6yHXYC3o1Uoxm3XItgUWcZ8HQlw1Op9G,And,17
6yIrpO6r3E_l-wCzc2rCXYSsw_XZxJCO,And,15
7-L1tEvzNFPoSAjHM-L60iJa-F07Ur06,iOS,20
7-i9z0pbWjPkOzRy4QW0Ld4Tfm4myBs3,iOS,23
70719mH0xxwAmDzzTMGhOHvSnfMjRDR1,And,43
70IivHV2A8KU-uaDR1JY3E86epIVwnM6,iOS,15
70V4IRpi80VCVfCCyfgQOMfpIsirH272,And,23
70wiQjCTMsZpJb7agRo5GnRHUv7U_RJw,And,32
71J7DC_L0qp9a8TchCSGyThwYwCDiCrN,iOS,38
71KcCsm180brUD0xrpZKUmpnkGi1F2OO,iOS,24
72UYXlSVDjCNTlkGL-etMEuGSr3lIDWY,And,24
72bvRd8tW_Zndi24N9tiIln9keDih650,And,45
73ErXZjGVhWeZlEzi5Eu-kNdLRTT5ulb,iOS,45
73FEgEq6zjZl0Lnvr3QtCsSVtm0DwH0K,iOS,26
73YjMD8GUgG_7bojI23c131xqLaqz9zy,And,26
73iXc7XhYHvxmrAmaEAYMn8dAJF5hewb,And,36
74Kzyl81-b3l3PvwdmtyQROafiDkMiEu,iOS,-1
74ZhaC76Tll5w00ab6bPtRXsinFHuP6d,And,41
74xJ0ab4xjVx6tENv7f1aUlDx_W-ECqo,And,27
76Es6_G48I9Bznn5UjWS0fqw4nIoZJK_,And,33
76VGvgHEiiT97M_SzRRJZ74KA180kYjW,And,36
76te7evdC1VyMTcJAeJgLYk1anxR1lqz,iOS,30
76uyDySYNPGif791Tk6PWbUeAeaXFkVM,And,36
77kAN7m9EKjKnulOHB-mkuiTOOu1Mehb,And,36
79InhOwzUrvvR8IfKa8Yr6ruJ8IpOfLW,iOS,26
79yrxHqZZ4oHfNudTAruuwsMSW1kMg6s,iOS,26
7A55BOXuHtmvv_TPu9BZD0ZvmtksCNX_,iOS,18
7AUDhn4nyyUxUPmzhmVzCV2xue9CsTQY,iOS,31
7AcDa4wE5ajGX10Kic8fQ4K_lguPg16C,iOS,23
7BQhKrZyVEdOkmNFQdrHYKceLHENJaPW,And,45
7BuEtx0NM1fhfdM_LHvhdDixkNKXvRFO,And,27
7C1Gd0C8oeINq3Gv_q47P33UOl8fqqHF,iOS,35
7C8CZ6ApLiYlyEb4zPEg2oMITaO_88az,iOS,34
7CUjDjmfgisDgtqWNC1eGlAM8l2Ridiy,iOS,15
7Es3zIBaAW3drH5-vEVvTz3R6v54TN1j,And,37
7FCxlFzd5IwQydPbe1qKX4hQX6X-fTHD,iOS,23
7FEhOVdAgpvZbOcKl805eAsfnurKNzuR,iOS,33
7FgP3uMMXBoh4rC5rHdLOhUzEmgL-SFa,iOS,26
7GNJuAk31IkwMBc-Uq0_OFsWrjQLjta9,And,30
7GxUIzTrJ5ojgpdd9zniJw6HiSKL6_68,iOS,33
7H4aaixSHE7kteSdwlZlMat_RWvTbGGX,And,41
7H6IFrslXZ-tLmVesctGV3y6xJx-ve6u,And,39
7HIh6Vl0szNMWHgewyMEl89dhC3_J42k,iOS,29
7Hu7072CTC_v2ACRsMfcXy_Wsf3RIRS7,iOS,26
7IfWix9--nZxETytPL1ktuHfJJBJSG_4,And,24
7IfmkydG8vZ1LHxc3wwEPrK3ph-eEYXo,iOS,18
7J7fR15rIrRBlmHSuyyLX0oDl1frwD29,And,35
7JcL9vZsldI2ozpIYiOdFljqqPBZtaJP,And,44
7K3yMjP1vZoMkxQ7M9iPW-y5l5GvHlAM,And,44
7Khhz7N2imSkp7uurYamhN7EnpvnzRah,And,22
7L4OcRKVmQgl93I0KB-6-FdrwEo8P8yC,And,33
7LZPNzNR4pLhvHrL7OxkQ7dmyruuyH4t,And,41
7LcPNEmg3MVTO6AkJDSy1UsoGAWeT_Tz,iOS,28
7LiiHMmGh1JY8us26L4C6guJZxALl5gD,And,40
7LlQqwmHCPaX7mbjMr9_blaracwbU1tz,And,18
7M0MQ-2PnZ7s170okEjI85nRWjzBe_gf,And,28
7MBbsFC_Zvt49LXfk6IJLQhA-mrR-90T,iOS,38
7MDDEBPkJp3wZ6yc5KkN9aETw55w8Mx8,And,20
7MH315vbLWxFUSNl87o6XbqoDc_vUQHV,And,37
7MQOlHAhRNwoTJdbEJDul-saFRvZTvBg,iOS,19
7MT-5QjL4z9ksmHE_xFfhags0l3BvNm7,And,29
7MXT_3x1pYsvN6cFUZ1jeuA8g_kdYevL,And,45
7McE39OgQT7gXjJocjU3piw0CDlk3hRT,And,45
7NRWXJWOtFZL9XWO_D64YpvDaKrLAKNK,And,24
7NWBks82J4_XnDpw8fu3y3fZFRVRATmr,iOS,25
7NvWAREQ2KFWs23FngSgmniAsEz2aCAJ,And,38
7O2cWB-n7ti3f6ttoMgjiaygpkeIYelU,And,44
7OsMLdESyEaNFACiZo_zJlRWxdlkQDJL,And,34
7P-16_7CPfXg2LUaLL2Kz9dMQhLiTw63,iOS,33
7P3QFRDkRHi3Cw9-yF-dfrp13WlFkgnv,And,17
7QK1Smz3sVjR5M0bmSpbHo3PAQNBUvC3,And,43
7Qez7thLbiewNn0hQsd9l_jrcBpLX6oE,iOS,16
7Qmp6YJzmldFSE-2mmr1s-5c6Wo120y_,And,45
7Qo0HPE0C01EuxLoDVRvWMY6A_vxAzE8,And,16
7RB3QObQo5gQSrQT32TyNGLB2fvPhcK3,iOS,17
7RBr-4oKsV5CwA1eUb7Sj3XUmuCZ-RAu,And,40
7RFxxKQTkGZ633vtEe5HrQsnxOXk6V57,iOS,27
7RZr2xFI3KzVG2x7j635ktYbeqb3Kv4V,And,27
7S14W0yV4bGHAiAoz3S8ViAVcmh3WAgh,iOS,32
7SIIRNllA2DFqGlOMZYdcZS7-fQ5x1nv,iOS,31
7SjMVX2wKKAX54OYZG9E902pivAADTlO,iOS,31
7SmeZw4520EaPjt3hAbrHj8IDETWpz_m,And,31
7TmGpF0QL9zvZLm5yhtGSmmdUAOEn9Lo,iOS,39
7UTb5TL-uU8bqGhTRbQLNvjoFebeuH3D,And,38
7WNtOKFx89lxCCRC0aDRjNT9ICa-keXC,And,38
7WQ99wdVnP67JemzDu5jtdiGdC-y3Gl0,iOS,30
7WZmizeAz63h-B2fmUd8yjgwRRoz5IAJ,iOS,35
7XL58cClWbHMsKj_f8pIMTOVgyBpcnjW,iOS,33
7Xs1kk2SpDuVdnzuuw8W9swqTvEFSsFm,And,40
7Y-QSl5HHVnv0fOGoiadB3eOrOZ3r83_,iOS,38
7YNrFX6HV79DU_BJyCrkhWnZKxHRqaqf,iOS,28
7Y_u3HZLnCyPnxuok8e5Lu5NGm8_UD_5,iOS,-1
7YcQjQNIhDH_uuN-mdujoInjLIQUyjzX,And,23
7Ye67tS7lTqYxXFWAgTAAonCvG7Aj7yT,iOS,17
7Zc-sO36Vb3Sxr9QcEVwDVjZmDSyxmH2,iOS,32
7Zdq57TSY2eqnDlSemAZ6XiLHGDC5ecp,iOS,21
7_Ht2yf6bFKPYVTW3BsH3XKwhkUMO8wG,And,22
7_QTfElz-RDp89ltiTvPwpHo3x6_89-b,And,26
7_QxjGlUGkP7jN-oDJEW11F6fKhiPlh0,And,35
7_YruUMGmdlG7m9A5FNruov2NYfza-Yl,iOS,29
7_vskUb_hNUDOPsI_F0zFe8Qh9LaVvXK,And,16
7aMp180Ps_p83KODitibmLr0N2qZF1lm,And,41
7anzMnSUG1jAso_dR6aiiEn6wb99ZFis,iOS,29
7bayD5T8iU1O-nwhCdye-UAp6tzrtJdu,And,36
7c58dPP0dP_XpLf15l5huB6zBjf65dFM,And,41
7cY3j8l2y64_NIjx7QbUtUCOTjBh2r_y,iOS,28
7ctj_6vskcqF-pKMrDan04SI6BOv8v4W,And,16
7czAbGGNMBKU-s-hRj5Cq-BXe83u1GLS,And,28
7dIM3NpwIN-CUNwVf6-gWeOUJSlHqzhh,iOS,28
7dVo_k45S5N-cKbd_xXQpJpHO0NKmD9u,iOS,-1
7dmff3KlQryYCKh-yqAjTNa0lfbE2cby,And,17
7droUdsP9kanHRlCwTU-pSqQ5UzrnnKF,And,41
7e5Mb1sPVaMZdw4IgvOYesa1yoLUhGtv,iOS,28
7e5QP7mw9F3n0AaIKByIPBa_Hi76vqRy,And,24
7edAtAr2AglVmtQSIqO2-0pFY2tUQX9S,And,19
7f5R_IZwiq1R1Dapno7DLFJ53_3BZA-V,And,20
7fpec_Rjcv0_g77YTBU3kAWYk4oCSP6l,And,25
7gFjGnPMUFzbYI1xikS2dH9YrLklII4i,iOS,20
7h2yEHH5LmH043Uj7cavvwdkZ9qx0i4L,And,15
7hUGU22z4PqE9FrcurEZChQz4kLV_A1k,iOS,19
7haZmz1FNDZhxmNB3klQv-KzxmgAxGQE,And,37
7hed_6tWlCFJcChqZoEn0QSDinEpKTnK,And,18
7hjrroQx2N7vwZhXUU0ZH4ycOB-uKGK2,And,38
7hqdnZRPt0ZqiBcnxvHhTS5MTeK4TaRg,And,37
7iGwcIVJuG-vwCeDuUqZ-4Db0QZK1ql_,And,-1
7iqiUivg2yb7k9iTrMgQnw5fRcKVmSTN,And,38
7iw1Ijr1Wnr663r5nXgYJqo3Zf_gYgw0,And,39
7jT6fhPRp_tYdZ5-8nhNWPeacyCPRLb_,iOS,19
7jXVOdJm9SjsjJ3JhgfCIOis4K66IWVk,iOS,22
7j_mv4f9tdbcLFyZF_eBvYabH4xskyja,And,40
7kcPlW28ailclUPqrTnD2isbcQMD47E0,And,35
7kuUf4hbMygxVrROBrD1mJB_xFPWQPSq,iOS,34
7lq31ppAFPEsivVg6pu0X2c7bZPvZ5La,iOS,18
7ltOdlTUMrFvVQVoPV0lJvyvtkPo9yDk,And,31
7nHITPHkI3XZHrmv8Af1RHBkc4N4MmNz,And,15
7nYPl6G6gaQTD7ATfIIyUOOm4YJkhEeA,And,45
7npIV_kD0RLFifvLX4aLPGVZYj11InDE,iOS,26
7oH-ChSDvzuzl3SravCyWkimAoKjMPC8,And,16
7oaKQljdstDTOohWOVil7IS0sGQ7-8_B,And,27
7pvlzAbPqO5STT5QQsEiebGFl_PjKE_U,iOS,26
7qVjJxyUDI6A3-BI72TdsTgygBEBPZEd,iOS,35
7qY8Krw7gVKaTotJAzHkpYMu0sGwN1Qb,And,16
7r7q8DlnjlGuGMYrBIpeIWB60fTI0VXA,And,36
7rSWQ72v_trVksccwLLo-vPUzDXk-hk4,And,32
7s7DI435rMAjMZFwPR4R1CIVmsIPDvN5,And,37
7sbU4gIekUaMH075OA1Gc0ueymcJrIf2,iOS,31
7sk0sadXsSiblYq-7Uibs91-bxSA0FCA,iOS,38
7sufyxItQIyQ3NGmmV7ubFOijZB1OLhf,iOS,16
7t8KTwmsgg39l51tlOYhq1eBqS65Pelg,iOS,36
7taOld7hsW7XhHykgz7qXGCWtILa1gqE,iOS,26
7u0GLhq6xGnhj4kuUDGpkTV5MefSdAxs,iOS,31
7uLVHVHyXDinuSNMj0ozivxprXRFy_NQ,And,32
7umaUylX4h5QDI3ZDafLX7Mgbygp2UqU,And,42
7uyFpO8i_8ZC7gElNKVHweoxMGjUPJbL,iOS,29
7v3tpzJqwPcJAlAzIfxUHsg1yf73MkcX,And,41
7v9k8p286BJNYx1FBEJJYZt-hrFNKSzm,And,45
7vDcI1CuQheMGcGNjGmMxuTkgn-yygQ8,And,-1
7vYzY9Ryfy2g1hXLJZOnR1QUAki9TqCq,And,36
7vvJfDZV5PAmH-MgM3N0PqI3Hkk7ZsrV,iOS,23
7wd7yYeRwlWS4UDwcUi1W_M34YUQkLPq,And,24
7xVDMYIUsEi2QtoCVGevhnmgwSWaJlC7,And,38
7yJpEiWQRrytS3wbwdMPYwLNSOCzMe6y,And,16
7yhMv3sSuP2_vh1xQHgdF2s_Iyblu3CI,And,30
7yorpbNu7_i9qCficuYiVR79udYr6GaX,iOS,34
7zUEbh_sLRCSrmws0lhw3reOIwJxbqhQ,And,37
7zWeyWsF79eenzhWmRerysSZCxG-u_Nd,And,41
8-3v6VhkO4kht98gKGxV6zLK3vawPGm_,iOS,16
8-G3adHBajxQflXXlcG3w5SmyqLhYWyY,And,41
8-SL_v76aBU8L9EoP6KhFXxQsE8VoHwa,And,37
8-crZ75hRoUPsAnUsiB-_RhVRKyWSVQ6,iOS,24
8-uy_MpWedzLBY_To8WbGVbecFo_rC3W,iOS,20
80dF7OhTdXtG4NPy5JPggIejr4QTDKsr,iOS,33
816ssNZ6GwpAJnUsFedsMlOSsnOaZ_wG,iOS,37
81myMbQ-v-6_Vi3JM6Cy_-Nx_2a3fy4S,iOS,-1
829jl3cuYbmQhXKecLA00Oti09GQJOOr,And,15
82S-aO5wHxEBhuNcPEPfGIYDvUJ6Wi5k,iOS,16
82XQ5n8owxqya9Wf7m2nFx4lPQRAeaIz,And,45
82oUaWH8l6U9Cb6Su5n3stRwRAbi809f,And,41
82ymWgVnE7b4ukfYlrtSzKBBMdZOJZxK,iOS,22
83mhixh7MlKKY1cGCcbdu_07nsQJT9vA,iOS,21
84HcsGCbNyuMZmdQrdch2OHsUVGMF-XV,And,40
84Ob_kQ-fr6ckBYZKwkJeimFRlW5u_Wk,iOS,22
84Wen1a1CMsTzYoq_vj3Mu4RVKoCjJ0t,And,37
85LMRyf5XPH9aYu2vtYiAN7XHVHgNHKh,And,17
86EO3bsagA682a6-JAgeGRgSwtxoU4dK,And,33
86MYw79N8VUAr3HDAWxG0c1H--r44iZY,And,18
86WG8dS584_jDA9svDhfu78tzgiRdt8Q,iOS,26
86p_tz22Ibscje9ywRF4KK0lT9FgffUq,And,39
86y4v9-O2vld6LP6WBF7eDT7yheteaLu,iOS,36
87RseIEX4oe2pd6BBl4ywdDRn5cqNd82,And,15
87gkN-HRptq7T1F1vu8ZG_58TIu6jEkm,And,31
87pn6kJz68j0dGb_wM7Gzcz94A4n5Mtu,And,28
87xnfVS6Em5YCGMy__J-adAEfKOtrLof,And,36
887h0ie1izaIT9DZjU1XzPioL1MDsZU_,iOS,27
88hkN02itGP5_2bnL_MCJig88_v_kdq-,iOS,31
8976RLa9-uAvHfF5W_4ejhvCD_HiTXsC,And,-1
89PYuARqsr28ucRHOk83D7Hv0fn8YAm4,And,21
89pFd8qU9CT-jWUASbU4hPTVboFBSBe4,And,33
8AE8cN7n6Px7uDpadSBg582jlHLaVqGl,iOS,41
8AFsr6wKSIjF7vMy8zBbOXHPb-BIoyAg,And,38
8AwPJ4rWo3x672JzpbRSiM0uOmu41vb4,And,20
8BPX3r2hirLSnvPm_LsceYugzrU3vYgB,And,19
8BTJRhVvkXhqkkW53UoRPr1nl8CNnyic,And,36
8BqIx2H_VqzPKylh1ZQlI9tZe-SVL4HE,iOS,26
8CF2g4U-VLDT6yJIi6fZv6jpDuRHTEvp,And,38
8CNDHf2VVcT0QoWUEu3xH7AmlbwrUMQj,iOS,15
8Cbn6K5TioYNPsj417DAbspWURE9b3ur,iOS,26
8CkxLxTIKnG_XFk4a0cZp-LiSdGc7LwF,And,-1
8Co27zak8inG92gnKMkZ9JG0Yy4ClEY7,iOS,26
8DOiDNfXKqVAf8zp34IzmFOquJhUjIOO,iOS,40
8DgVPZwyj1alpoQFKnJwGOxlStqo_BAc,iOS,22
8Ex8wyn95PLS1YpdpLbr8_BMwl5cXbtW,iOS,22
8FGFMdDwcx9xRPiN23b-1TQvXrjATDst,iOS,18
8Fmzy0UuwwxPhtixrSyfDXRkPe_mikQK,And,37
8G-S9AqtW-YhcAtIaDeiyPa6YeEZIVnB,iOS,27
8G5-R0nrjKfH8Ee6RJeD-niHtk_2LTC2,And,41
8GGeEc0YqffywAOpxvumxCFEqTNvLboa,And,33
8GR6eGGOEkBxbWm0dzOs8CEI38CWrwR8,iOS,-1
8GX7yaZCqzSH-bDdaGrU48W8wRmLF0ae,iOS,19
8GtINzJ4GpIBhtZW0CIa2mKHiJSJHleU,iOS,20
8H0PPqxggMe22QMYZicX3ycQy8XbEZQ2,iOS,21
8HUPG9g0N_xivVCD70DCurwPsQaoy0bh,iOS,29
8HdoFR-xohyL7V8jiv_fs9dbXbEs_69T,iOS,39
8Hf5XSImXg9Np-M3b6Gs1zklhmQxMWzG,iOS,29
8IzRppILQmlUxHeNfqUDodceWoiGdVIe,iOS,32
8J-8Jmcm7enIzMj9Gxc0KE61VVBzhrC3,iOS,20
8J8Lv7wdeSBCB_zkF9-a14Y4_QGLk5S5,iOS,-1
8JEble0_EH6IreKdMi6a-DHxCw0gSyyD,iOS,19
8K8_F9Cu_yT5jHS65LchUuLIGgsQ07HI,iOS,-1
8KX5JrsXrFjk6ruhxZhwMpG4Kqefw5jv,iOS,26
8KtV3PbSLHMAb-U9CYS44Ja8Z7eDbgQX,And,45
8L0l0QcwgxW3FkeVFVXMWhfnYhskyIE6,And,36
8Le1G3UobcwvDBSJmGHcxUv9mLArU7MT,And,36
8LyT9-cyljVfM8kEhdPR_BIfXnOEol7M,And,23
8M6QY0zRTQI-1BKkwF6DVupfu3e4-OnJ,iOS,28
8MeKKt8GXDryX26rp4CIfBSu9_Ve_Ikr,And,45
8MstPKePSWwsof1f8hcnHQcHoeyAnKx7,iOS,29
8MxujP03LAFhzeBpNxiE3suZ19bvi-GD,iOS,21
8NKduk9j6x6dXOHoKGNhb8DUATi5huu3,And,20
8OCR3ct1nxMDOvBx_CK4CdZZU4ndp2eB,And,15
8OQ_Qow3HkvBRz45e5uSASJV0O7GAIgH,And,41
8PB5PpQvqrrrxs4Qgico2Ym5bdl5aBLw,And,26
8PbN7NiDsRsIKKU7DELgT6bshe5T3Z43,iOS,38
8QLzMzQug_or69ejbc-S9l6uoZBed2L5,And,43
8QgOlhkxfYdTh_qh1N0lOURwWx_eJHqd,iOS,32
8QmEwpFcRhB131Yji-fKLaO1V-bIo6Dz,iOS,33
8RC_h47fjIxpMdpP_XZBdhDvNxqowX9r,iOS,23
8RNcbKHoBT5gMu6MEll9HAiirOgFHnso,And,28
8RnbCesVa19N2A9gg4sCvxU1FotktXsO,And,36
8S0bDorkqwJ8lA_hJzi1Bj8U1LVQzZ5_,iOS,34
8SQIRKlOB4L_OdLUnLMmh-TKfp2udXLV,iOS,37
8SerVVjn-Eh_6N8LTpjjVVD7q_5_-hP1,And,31
8SfQmPI2GDk2v3nfi6cegAFg2mZI-iuk,And,27
8SzreQCyyISAWG-6m10KEXz-F_7lhfHO,iOS,19
8TlFLEP76O0bOJQd8N7VKNF9rHJmMI6m,And,22
8TyrJKIaeKLSfMx_oiX8aqwGetCQQEhU,iOS,37
8UFW0Tv7X4xJpumCMyZj9DJHn3n6xmd_,iOS,26
8UIaKUJGoBgmOVwVpRVw7IOAXghXjBl4,And,43
8UzcNlcPMvsMrIPvEqU4XAnenaoSWN41,iOS,20
8VCjh5-uy0CE2inL_aV227KjE-CgTmxJ,iOS,20
8VTOxwxgb9irz3hXbGI8iOrknAYfoZkQ,iOS,16
8VjMXeB9cptJEd5CkuvaB10Zu-GXtHXF,And,39
8VpZqEfciKX4714niUWP9Eb9V23lh5Md,iOS,27
8WZvGQ6oEZOtJWE18kDqm_Ok90gi-TSg,iOS,-1
8WtWrnR9RnlXXpXEjejKwR-IQn08dZx6,iOS,37
8YY99PVYxI19BjeIebbhqnBMdhaOeVdl,And,15
8YbHx-y2iEt8GhrceXux_qzu_UB-niOZ,And,30
8Z-OFK32WyZWu-yqJAB69iA3Mx01E5Uw,And,25
8ZASYRI2EMk79d3GnKgHdWJUtT9CHc8N,iOS,17
8Zk32qbKv4Ca9xs2GLv_fKIF4crvWG0j,And,25
8a3YWBv9cWaFRH1DGh4yg7PB3vmJJX_i,And,45
8a4k2e_khNf1qJqmzLUgpbEkMzo4lHc8,And,36
8bJ8xZrpkx3SBoxA-sBulkHLfsO_tObY,And,37
8bJw6pMk5R9Y5aQYxCCO1OA0xmyfNNKX,And,18
8bWYOP8oJa7reh_VzccqvXgd4ktR6kYH,iOS,29
8bfG0rrn5aTo_yTSS_aYqfpQhMmhS7wn,And,22
8cCQitdIvF68gPkVMwwIJOXHgubLL8jf,iOS,24
8cLbvylJbZsr3y4ORF2y3kZC6dCTR7tI,iOS,27
8cnLVSwUOwMIdqwli1LohB5QQnC25eA0,And,24
8ctvDLdoj3pWya4-CBCQjEm27Zcbc472,iOS,25
8dT1z6tnJpWUmGaZOtjcUN2WDPUORB4E,And,36
8eOAHLTSXRJCNhYKGl62MSYPXGHj9IGU,iOS,21
8fGluVeQ_Ng6yIEL_UYlYtFuCrSYcxaY,And,45
8fRUBGtwl1DQXy5Y7Zw1B9b4z2RmWTEu,iOS,33
8gC5kTqQ24gjypgi5q-01UZM_B_gXh5H,And,43
8grv6jbtgFTuCChSSftnA6biNhwg23OE,iOS,32
8hrZbwnXzlxHSdTYOIfFKiZSiLXJAdJb,And,17
8iWks3LHh9IBCfAmW9hv5-Tuo9zlS2zV,iOS,20
8id3VSpRiNB1Je1pCd15cvufFVWHEPr5,iOS,33
8jRep43DX9HXFo5DD4dzi8nUvzziFJRq,iOS,22
8jvWh5EYFbluFRS5WAbHyA9Wz9JOs3pP,iOS,22
8kGvjEp_wkrSNLYW72kIDqUqoX6ioiqy,And,38
8kWF93Q_3ZLRuYPZFGRTZ7z1SAHorLNG,iOS,33
8kgJdPHFSCnLa3AuxOKvzmIAXIfwVWpJ,And,38
8lN2lMAhTN7S2pTVV6OK1ka3_EAlsoUo,iOS,38
8m3tMZUZnMGy2_lLzrEjc5Pwg95B67Kv,iOS,26
8m7IyLvAgFqVOFyevC0JcDNPW_unCbOA,And,29
8novcQXq8VMY0ntse9L7CjXFr23RRekY,iOS,20
8nzkniEpjbGGcBS8A5KquM6YWaQ3qf6C,And,41
8oFEU7DG9tshb6cJqu5xdKAk0NZ5nO0P,And,27
8oG6-w9eUoZKTB7Ti0yxRRjAca1Sn6rM,And,19
